,genre,subset,train_accuracy,test_accuracy,train_weighted_f1,train_weighted_precision,train_weighted_recall,test_weighted_f1,test_weighted_precision,test_weighted_recall,feature_set
0,responsory,full,0.5434782608695652,0.5433854907539118,0.4009934807993111,0.49333486372632607,0.5434782608695652,0.39895137682937415,0.4057618857570683,0.5433854907539118,final
1,responsory,full,0.6044290938642828,0.5912754860123282,0.5707520520150093,0.5860376859833362,0.6044290938642828,0.5551581880292155,0.5473124161577373,0.5912754860123282,ambitus
2,responsory,full,0.47399431125558716,0.4594594594594595,0.3851748380832904,0.417813666923611,0.47399431125558716,0.3692845160051222,0.4037287063466704,0.4594594594594595,initial
3,responsory,full,0.9026818366517676,0.8918918918918919,0.9027848677030181,0.905427690220263,0.9026818366517676,0.8917663413268269,0.8965036830948224,0.8918918918918919,final-ambitus
4,responsory,full,0.7602600568874441,0.7439544807965861,0.7469905053345198,0.7993889317046711,0.7602600568874441,0.728651409126726,0.7840029044421071,0.7439544807965861,final-initial
5,responsory,full,0.9183258837870785,0.903271692745377,0.9182388764463018,0.9190040179744727,0.9183258837870785,0.9029913536360057,0.9039935786901969,0.903271692745377,final-ambitus-initial
6,responsory,full,0.734457537586347,0.7155049786628734,0.7262276596504135,0.7458916076892779,0.734457537586347,0.7024147866783832,0.6929760257109704,0.7155049786628734,ambitus-initial
7,responsory,subset,0.539708265802269,0.5311909262759924,0.3948005142452795,0.47421972826671294,0.539708265802269,0.3858948698977203,0.3874620651276102,0.5311909262759924,final
8,responsory,subset,0.5575364667747164,0.4839319470699433,0.5220939715825036,0.5583523265847796,0.5575364667747164,0.4555363142671278,0.47081780039699694,0.4839319470699433,ambitus
9,responsory,subset,0.4837925445705024,0.43667296786389415,0.41600763944246516,0.43866856671290055,0.4837925445705024,0.3660570228954213,0.39034105765809785,0.43667296786389415,initial
10,responsory,subset,0.8808752025931929,0.8185255198487713,0.8805651991582638,0.8823929914865056,0.8808752025931929,0.8193271200878736,0.823773351315917,0.8185255198487713,final-ambitus
11,responsory,subset,0.7285251215559158,0.6748582230623819,0.7090934427308561,0.7748681804062825,0.7285251215559158,0.6576383479753143,0.7461114910998077,0.6748582230623819,final-initial
12,responsory,subset,0.9035656401944895,0.8204158790170132,0.9031197735252444,0.9053040461279189,0.9035656401944895,0.8212349640636015,0.8277875427687041,0.8204158790170132,final-ambitus-initial
13,responsory,subset,0.7147487844408428,0.6200378071833649,0.7130514718803311,0.7204406273536881,0.7147487844408428,0.6218211092031147,0.638185407034514,0.6200378071833649,ambitus-initial
14,antiphon,full,0.5516175561508345,0.5498918009136812,0.4853734532846592,0.46133601395089735,0.5516175561508345,0.4853609407704681,0.4623721510532591,0.5498918009136812,final
15,antiphon,full,0.6667010096847311,0.6352488578985332,0.6273702743945776,0.6748891573899177,0.6667010096847311,0.591700628452805,0.6149012616180255,0.6352488578985332,ambitus
16,antiphon,full,0.5458479291160108,0.5453233950468863,0.484842140304796,0.5971103168124978,0.5458479291160108,0.48259918011602104,0.5852021483645671,0.5453233950468863,initial
17,antiphon,full,0.8171234288069236,0.7965857177206059,0.8162406352162404,0.820682638755597,0.8171234288069236,0.7959041397248814,0.8004293365383421,0.7965857177206059,final-ambitus
18,antiphon,full,0.74325159695034,0.7434479442173599,0.7239268737868084,0.7383017906336533,0.74325159695034,0.7243006116334206,0.7351826408540241,0.7434479442173599,final-initial
19,antiphon,full,0.8910982897177004,0.8665544602067805,0.8904974517561215,0.8922564513169796,0.8910982897177004,0.865921198944036,0.8674349702961899,0.8665544602067805,final-ambitus-initial
20,antiphon,full,0.7605604780548114,0.7391199807646068,0.7487795454148024,0.7642343968268902,0.7605604780548114,0.7263088290751549,0.7387492941747987,0.7391199807646068,ambitus-initial
21,antiphon,subset,0.527997251803504,0.5408653846153846,0.46587971964297187,0.4608676177371218,0.527997251803504,0.47748071831169553,0.471684235187749,0.5408653846153846,final
22,antiphon,subset,0.5932669185846788,0.6314102564102564,0.5582249847556499,0.6048963281718187,0.5932669185846788,0.5991688677051005,0.6546425846605178,0.6314102564102564,ambitus
23,antiphon,subset,0.4939883201648918,0.5080128205128205,0.428433090088498,0.5089844630645121,0.4939883201648918,0.4421918809889118,0.5630277933493533,0.5080128205128205,initial
24,antiphon,subset,0.7763655101339746,0.782051282051282,0.7755872152845452,0.781707131967132,0.7763655101339746,0.7804895693818502,0.7861853499206166,0.782051282051282,final-ambitus
25,antiphon,subset,0.715218138096874,0.7075320512820513,0.7136448738047104,0.7222066354541431,0.715218138096874,0.7049208418266375,0.7096981774415053,0.7075320512820513,final-initial
26,antiphon,subset,0.863277224321539,0.8477564102564102,0.8627889485805729,0.86605212103415,0.863277224321539,0.8464665769588026,0.8481323964755628,0.8477564102564102,final-ambitus-initial
27,antiphon,subset,0.7179663345929234,0.7331730769230769,0.7140665244111135,0.7209782110580941,0.7179663345929234,0.7307815115528691,0.7363456336157638,0.7331730769230769,ambitus-initial
